Date,Adj Close
2003-05-29,2.173567771911621
2003-05-30,2.173567771911621
2003-06-02,2.1706740856170654
2003-06-03,2.1721222400665283
2003-06-04,2.1706740856170654
2003-06-05,2.1706740856170654
2003-06-06,2.1836984157562256
2003-06-09,2.1706740856170654
2003-06-10,2.1721222400665283
2003-06-11,2.1721222400665283
2003-06-12,2.173567771911621
2003-06-13,2.1721222400665283
2003-06-16,2.1721222400665283
2003-06-17,2.1706740856170654
2003-06-18,2.1721222400665283
2003-06-19,2.1721222400665283
2003-06-20,2.1706740856170654
2003-06-23,2.1706740856170654
2003-06-24,2.1706740856170654
2003-06-25,2.1706740856170654
2003-06-26,2.1721222400665283
2003-06-27,2.1706740856170654
2003-06-30,2.1706740856170654
2003-07-01,2.1706740856170654
2003-07-02,2.1706740856170654
2003-07-03,2.1706740856170654
2003-07-07,2.1706740856170654
2003-07-08,2.1706740856170654
2003-07-09,2.1706740856170654
2003-07-10,2.159097194671631
2003-07-11,2.157649040222168
2003-07-14,2.1605453491210938
2003-07-15,2.1537067890167236
2003-07-16,2.1318752765655518
2003-07-17,2.102773666381836
2003-07-18,2.0824007987976074
2003-07-21,2.059114933013916
2003-07-22,2.080944061279297
2003-07-23,2.054751396179199
2003-07-24,2.0416529178619385
2003-07-25,2.0329244136810303
2003-07-28,1.99072265625
2003-07-29,2.0183701515197754
2003-07-30,2.0081839561462402
2003-07-31,1.9659825563430786
2003-08-01,1.9761680364608765
2003-08-04,1.9485220909118652
2003-08-05,1.9688940048217773
2003-08-06,1.9936310052871704
2003-08-07,1.9863559007644653
2003-08-08,1.9776251316070557
2003-08-11,1.9761680364608765
2003-08-12,1.9776251316070557
2003-08-13,1.9892222881317139
2003-08-14,1.9965622425079346
2003-08-15,2.000967025756836
2003-08-18,2.008307933807373
2003-08-19,2.0024352073669434
2003-08-20,1.9892222881317139
2003-08-21,1.9804153442382812
2003-08-22,1.9936259984970093
2003-08-25,1.9892222881317139
2003-08-26,1.9774785041809082
2003-08-27,1.9848201274871826
2003-08-28,2.0024352073669434
2003-08-29,1.998030424118042
2003-09-02,1.9965622425079346
2003-09-03,1.9965622425079346
2003-09-04,1.998030424118042
2003-09-05,2.011241912841797
2003-09-08,2.018583297729492
2003-09-09,2.0317976474761963
2003-09-10,2.030327320098877
2003-09-11,2.0288608074188232
2003-09-12,2.0494444370269775
2003-09-15,1.947268009185791
2003-09-16,2.02871036529541
2003-09-17,2.016867160797119
2003-09-18,2.027230978012085
2003-09-19,2.02871036529541
2003-09-22,2.0257511138916016
2003-09-23,2.022789239883423
2003-09-24,2.021307945251465
2003-09-25,2.0257511138916016
2003-09-26,2.0301942825317383
2003-09-29,2.0420398712158203
2003-09-30,2.0598104000091553
2003-10-01,2.0479612350463867
2003-10-02,2.050924301147461
2003-10-03,2.0612897872924805
2003-10-06,2.0746169090270996
2003-10-07,2.0760984420776367
2003-10-08,2.077577829360962
2003-10-09,2.090907096862793
2003-10-10,2.1042320728302
2003-10-13,2.102752447128296
2003-10-14,2.095346689224243
2003-10-15,2.0877318382263184
2003-10-16,2.083252191543579
2003-10-17,2.0892271995544434
2003-10-20,2.0981879234313965
2003-10-21,2.108640193939209
2003-10-22,2.1116273403167725
2003-10-23,2.1161062717437744
2003-10-24,2.1131179332733154
2003-10-27,2.1235733032226562
2003-10-28,2.1235733032226562
2003-10-29,2.1205859184265137
2003-10-30,2.1235733032226562
2003-10-31,2.1235733032226562
2003-11-03,2.1310410499572754
2003-11-04,2.145974636077881
2003-11-05,2.1429872512817383
2003-11-06,2.1355204582214355
2003-11-07,2.140001058578491
2003-11-10,2.1474666595458984
2003-11-11,2.145974636077881
2003-11-12,2.1533546447753906
2003-11-13,2.139798879623413
2003-11-14,2.1322686672210693
2003-11-17,2.1217305660247803
2003-11-18,2.124741554260254
2003-11-19,2.1322686672210693
2003-11-20,2.126248836517334
2003-11-21,2.1322686672210693
2003-11-24,2.1292593479156494
2003-11-25,2.1322686672210693
2003-11-26,2.1382946968078613
2003-11-28,2.142810344696045
2003-12-01,2.156365156173706
2003-12-02,2.159379005432129
2003-12-03,2.160881996154785
2003-12-04,2.165398120880127
2003-12-05,2.178913116455078
2003-12-08,2.177396059036255
2003-12-09,2.188023805618286
2003-12-10,2.1819498538970947
2003-12-11,2.189541816711426
2003-12-12,2.183467388153076
2003-12-15,2.189541816711426
2003-12-16,2.188023805618286
2003-12-17,2.1986517906188965
2003-12-18,2.2123184204101562
2003-12-19,2.204726219177246
2003-12-22,2.225985050201416
2003-12-23,2.2199113368988037
2003-12-24,2.2457244396209717
2003-12-26,2.2548341751098633
2003-12-29,2.2614259719848633
2003-12-30,2.2675602436065674
2003-12-31,2.2752249240875244
2004-01-02,2.2675602436065674
2004-01-05,2.2736904621124268
2004-01-06,2.2767584323883057
2004-01-07,2.2828896045684814
2004-01-08,2.295156478881836
2004-01-09,2.29668927192688
2004-01-12,2.299755573272705
2004-01-13,2.308954954147339
2004-01-14,2.3043553829193115
2004-01-15,2.305887460708618
2004-01-16,2.3212203979492188
2004-01-20,2.3258190155029297
2004-01-21,2.319685697555542
2004-01-22,2.3227527141571045
2004-01-23,2.3150858879089355
2004-01-26,2.299755573272705
2004-01-27,2.289022445678711
2004-01-28,2.2798242568969727
2004-01-29,2.2537622451782227
2004-01-30,2.2782912254333496
2004-02-02,2.2798242568969727
2004-02-03,2.2828896045684814
2004-02-04,2.2752249240875244
2004-02-05,2.2752249240875244
2004-02-06,2.290558338165283
2004-02-09,2.299755573272705
2004-02-10,2.302821159362793
2004-02-11,2.32121205329895
2004-02-12,2.3150317668914795
2004-02-13,2.3150317668914795
2004-02-17,2.299576759338379
2004-02-18,2.299576759338379
2004-02-19,2.2748494148254395
2004-02-20,2.2501235008239746
2004-02-23,2.2300331592559814
2004-02-24,2.22385311126709
2004-02-25,2.2423946857452393
2004-02-26,2.2501235008239746
2004-02-27,2.260941982269287
2004-03-01,2.2779383659362793
2004-03-02,2.268667221069336
2004-03-03,2.260941982269287
2004-03-04,2.2563059329986572
2004-03-05,2.276395082473755
2004-03-08,2.2825770378112793
2004-03-09,2.284123659133911
2004-03-10,2.2748494148254395
2004-03-11,2.255998134613037
2004-03-12,2.262230157852173
2004-03-15,2.2466495037078857
2004-03-16,2.2591135501861572
2004-03-17,2.2591135501861572
2004-03-18,2.2497658729553223
2004-03-19,2.2513248920440674
2004-03-22,2.243533134460449
2004-03-23,2.2357451915740967
2004-03-24,2.22639536857605
2004-03-25,2.223278522491455
2004-03-26,2.2341866493225098
2004-03-29,2.2544398307800293
2004-03-30,2.263787031173706
2004-03-31,2.2746942043304443
2004-04-01,2.291832447052002
2004-04-02,2.2700209617614746
2004-04-05,2.2326271533966064
2004-04-06,2.2357451915740967
2004-04-07,2.241978883743286
2004-04-08,2.2357451915740967
2004-04-12,2.2326271533966064
2004-04-13,2.2076995372772217
2004-04-14,2.19968581199646
2004-04-15,2.1855456829071045
2004-04-16,2.196545124053955
2004-04-19,2.207543134689331
2004-04-20,2.1855456829071045
2004-04-21,2.1509790420532227
2004-04-22,2.1824023723602295
2004-04-23,2.147836446762085
2004-04-26,2.141552209854126
2004-04-27,2.1525490283966064
2004-04-28,2.1619765758514404
2004-04-29,2.1556925773620605
2004-04-30,2.172976493835449
2004-05-03,2.1902596950531006
2004-05-04,2.191828966140747
2004-05-05,2.1792590618133545
2004-05-06,2.1446940898895264
2004-05-07,2.0944156646728516
2004-05-10,2.037851333618164
2004-05-11,2.091273069381714
2004-05-12,2.0562362670898438
2004-05-13,2.0372121334075928
2004-05-14,2.0736756324768066
2004-05-17,2.0863585472106934
2004-05-18,2.0990424156188965
2004-05-19,2.1196510791778564
2004-05-20,2.1386754512786865
2004-05-21,2.1355063915252686
2004-05-24,2.1434319019317627
2004-05-25,2.162457227706909
2004-05-26,2.167212724685669
2004-05-27,2.184650421142578
2004-05-28,2.1798958778381348
2004-06-01,2.195749044418335
2004-06-02,2.202091693878174
2004-06-03,2.187824249267578
2004-06-04,2.187824249267578
2004-06-07,2.187824249267578
2004-06-08,2.187824249267578
2004-06-09,2.187824249267578
2004-06-10,2.1812679767608643
2004-06-14,2.1636769771575928
2004-06-15,2.1988561153411865
2004-06-16,2.187664270401001
2004-06-17,2.195657968521118
2004-06-18,2.186062812805176
2004-06-21,2.1908609867095947
2004-06-22,2.186062812805176
2004-06-23,2.1908609867095947
2004-06-24,2.1988561153411865
2004-06-25,2.1924614906311035
2004-06-28,2.1908609867095947
2004-06-29,2.195657968521118
2004-06-30,2.1940600872039795
2004-07-01,2.227642774581909
2004-07-02,2.2468323707580566
2004-07-06,2.238835573196411
2004-07-07,2.245232105255127
2004-07-08,2.227642774581909
2004-07-09,2.2484312057495117
2004-07-12,2.258025884628296
